file_name,x_min,y_min,x_max,y_max,gender
f1_tr_38.jpg,0.2856525346344593,0.21197997822481043,0.6983512429630055,0.6358749539244408,Female faces
f1_tr_83.jpg,0.351092274983724,0.3851306915283203,0.8177759806315105,0.8494524002075196,Female faces
f1_tr_10.jpg,0.2855701797578964,0.24856504974677274,0.6306660658011407,0.705442650917849,Female faces
f1_tr_69.jpg,0.24560128006280638,0.19169104333017387,0.6967625337488511,0.6687747730928308,Female faces
f1_tr_72.jpg,0.2549554506937663,0.15432848930358886,0.7071857452392578,0.6137370109558106,Female faces
f1_tr_35.jpg,0.28244592005910435,0.3337679096296722,0.6881602168862336,0.7457322513355928,Female faces
f1_tr_80.jpg,0.2504224737975823,0.07428854483145254,0.755895795154964,0.597881081663532,Female faces
f1_tr_27.jpg,0.2612385894313003,0.1806436993859031,0.7766039299242424,0.6845887791026722,Female faces
f1_tr_101.jpg,0.29255048335824974,0.21659300062391493,0.7034549163692773,0.6462802651487751,Female faces
f1_tr_70.jpg,0.31101666244806025,0.18645449868993821,0.8219541661879596,0.8432328965928819,Female faces
f1_tr_46.jpg,0.17915720446356412,0.18032789477412564,0.7338848771720097,0.7326368420852898,Female faces
f1_tr_65.jpg,0.170799073718843,0.1824683079736158,0.8296485779777406,0.5700775571816474,Female faces
f1_tr_6.jpg,0.2343323447487571,0.24070692651065778,0.7491121528562436,0.805113144862799,Female faces
f1_tr_66.jpg,0.31824904797123926,0.06099171731986251,0.964233024447572,0.9029210907181883,Female faces
f1_tr_50.jpg,0.2722129664793917,0.2922910760950159,0.7189825238514339,0.7325656090253665,Female faces
f1_tr_51.jpg,0.2662115946072723,0.24122825764721226,0.7543740598311336,0.7398956014502863,Female faces
f1_tr_52.jpg,0.2316630171159658,0.21439399248288002,0.6407290486151299,0.607974535153236,Female faces
f1_tr_21.jpg,0.23510401533464345,0.3681204054090712,0.6562417112750771,0.7665632271472319,Female faces
f1_tr_91.jpg,0.26572368227202314,0.39541040924546633,0.6749793217099946,0.8239324698176409,Female faces
f1_tr_17.jpg,0.23985579376848637,0.1299769319133994,0.7573368402174961,0.6796566998517072,Female faces
f1_tr_64.jpg,0.1075194739048777,0.017391195484236174,0.8520937651590584,0.7965532938639323,Female faces
f1_tr_61.jpg,0.24581540176291872,0.22772916158040366,0.619353699528314,0.59796329573089,Female faces
f1_tr_92.jpg,0.3196660535088901,0.21544176803351683,0.7904242679990571,0.6890227955240043,Female faces
f1_tr_15.jpg,0.14305274382881497,0.17322971509850543,0.6276103724604067,0.7485119363536006,Female faces
f1_tr_45.jpg,0.18953602794757105,0.2545000005651403,0.7593530097616062,0.8289081903151524,Female faces
f1_tr_54.jpg,0.2288873211231107,0.18995008281632966,0.7214320563023386,0.7110170850566789,Female faces
f1_tr_94.jpg,0.26438204008957433,0.3021696219172502,0.7776372449151401,0.8379242259603707,Female faces
f1_tr_14.jpg,0.17857577006022135,0.3635138988494873,0.7307227452596029,0.9263434410095215,Female faces
f1_tr_60.jpg,0.23880534078560622,0.3177023494944853,0.5734594382491767,0.8081056682112949,Female faces
f1_tr_49.jpg,0.22906661189459507,0.26127783457438153,0.6689748327716504,0.7123640471813726,Female faces
f1_tr_44.jpg,0.24675369262695312,0.1710396436304828,0.8065489974676394,0.8034412658292484,Female faces
f1_tr_3.jpg,0.28607575098673504,0.13693057298660277,0.7513497670491537,0.6258847713470459,Female faces
f1_tr_33.jpg,0.28346142737694036,0.08066851485009287,0.6792392107396344,0.46656271990607767,Female faces
f1_tr_58.jpg,0.29867234831235157,0.29837872203767607,0.8040119493975335,0.8167493751011982,Female faces
f1_tr_99.jpg,0.23857315233648932,0.22689904106987846,0.7020186527067844,0.7080041673448351,Female faces
f1_tr_53.jpg,0.2833013283578973,0.08530825690219276,0.7900557267038446,0.7852562352230674,Female faces
f1_tr_108.jpg,0.25432589809590406,0.2633003658718533,0.7342941221386317,0.7413364457495418,Female faces
f1_tr_106.jpg,0.204731019337972,0.09297007322311401,0.8407053629557292,0.7118175983428955,Female faces
f1_tr_103.jpg,0.17905820426294358,0.14936749140421549,0.8392533771062302,0.5834299723307291,Female faces
f1_tr_77.jpg,0.2605643699909079,0.1489463371316386,0.6924243269295528,0.594603464393418,Female faces
f1_tr_31.jpg,0.265751584370931,0.28477494716644286,0.6842824935913085,0.7330195903778076,Female faces
f1_tr_8.jpg,0.34307682152950403,0.2685455983998824,0.6771132151285807,0.6961989889339525,Female faces
f1_tr_5.jpg,0.36363023246815,0.33649369782092525,0.7603715385486877,0.7673793119542739,Female faces
f1_tr_47.jpg,0.2911090850830078,0.09106494585673014,0.746315680609809,0.5881548563639323,Female faces
f1_tr_75.jpg,0.38936328887939453,0.8700981140136719,0.45224747657775877,1.0230763753255208,Female faces
f1_tr_71.jpg,0.1867577729401765,0.42247101465861003,0.7747032448097512,0.8670703887939453,Female faces
f1_tr_28.jpg,0.15148633134131337,0.26013592489404613,0.5399926877489277,0.7838411019518484,Female faces
f1_tr_87.jpg,0.18786627451578777,0.045998531579971316,0.8185267130533854,0.6998615264892578,Female faces
f1_tr_23.jpg,0.2605115572611491,0.2431564066145155,0.7400081775806568,0.754177040523953,Female faces
f1_tr_79.jpg,0.3199944589652267,0.1836166257172628,0.715280171313317,0.7177886962890625,Female faces
f1_tr_81.jpg,0.3355683968737235,0.24030032812380323,0.7545152551987592,0.6383219700233609,Female faces
f1_tr_76.jpg,0.19266450356063528,0.21041891309950086,0.758297076441133,0.7241817050509982,Female faces
f1_tr_78.jpg,0.18277710278828938,0.06786063313484192,0.6704402923583984,0.5289889812469483,Female faces
f1_tr_43.jpg,0.3798499036191115,0.1727444133927337,0.7222583068543998,0.699421840431416,Female faces
f1_tr_105.jpg,0.23070456186930338,0.18293825387954712,0.7996650695800781,0.770173978805542,Female faces
f1_tr_32.jpg,0.30145408630371096,0.15682647705078126,0.7004911041259766,0.7466949971516927,Female faces
f1_tr_37.jpg,0.28252764932470387,0.21348081850538067,0.7062536002763735,0.6277163636450674,Female faces
f1_tr_34.jpg,0.5461482646302407,0.2849729865727711,0.9568679525245051,0.7472428031589674,Female faces
f1_tr_67.jpg,0.21103635800430198,0.15422463884540633,0.6846846038219976,0.654966017779182,Female faces
f1_tr_86.jpg,0.303671034808937,0.31961068082886596,0.6491155903708485,0.8131312924947699,Female faces
f1_tr_104.jpg,0.2838491916656494,0.3184110005696615,0.6948265075683594,0.7473370869954427,Female faces
f1_tr_41.jpg,0.16263810071078214,0.07707804441452026,0.7168538642652107,0.6083798841996626,Female faces
f1_tr_59.jpg,0.35053711934806475,0.3026341083003025,0.6531502717460682,0.6152139925489238,Female faces
f1_tr_13.jpg,0.31562056364836516,0.2715137309007684,0.7471936543782552,0.8063665319372106,Female faces
f1_tr_7.jpg,0.3129307782208478,-0.011139360802000278,0.8953906400704089,1.1544371972522292,Female faces
f1_tr_109.jpg,0.3009036382039388,0.2414400339126587,0.6793667475382487,0.6337303161621094,Female faces
f1_tr_88.jpg,0.36807401252515387,0.20258156134157765,0.8090345209295099,0.709529176050303,Female faces
f1_tr_97.jpg,0.26142579122306475,0.24974901535931757,0.6830301721111621,0.6435325472962623,Female faces
f1_tr_30.jpg,0.2737334152747845,0.20695505488104154,0.7869401076744342,0.7536019438906655,Female faces
f1_tr_40.jpg,0.32055688787389686,0.24115544778329354,0.6585610001175491,0.7346502939860026,Female faces
f1_tr_20.jpg,0.38323129392137717,0.2186569700054094,0.7172492532169118,0.5689243615842333,Female faces
f1_tr_63.jpg,0.28291603724161785,0.2821831226348877,0.6855426788330078,0.6718556880950928,Female faces
f1_tr_22.jpg,0.17178422017814288,0.23891411575616575,0.7307893840316074,0.828587251551011,Female faces
f1_ts_145.jpg,0.24113646260014288,0.17262270715501574,0.7513655203360098,0.7169133292304145,Female faces
f1_ts_139.jpg,0.21905074283994477,0.21858191613706282,0.752551374764278,0.7619463668586058,Female faces
f1_ts_147.jpg,0.1555454432964325,0.22911698747389386,0.8137598832448324,0.6431268370977723,Female faces
f1_ts_133.jpg,0.3367564837137858,0.2423969030380249,0.7736916859944661,0.6888368129730225,Female faces
f1_ts_125.jpg,0.22021647559271917,0.12219879627227784,0.7573451571994357,0.5290873050689697,Female faces
f1_ts_135.jpg,0.16406669616699218,0.2654876708984375,0.9833293151855469,0.7873799193139169,Female faces
f1_ts_117.jpg,0.3079768476815059,0.23493202486186449,0.7635341775828395,0.6878869249413051,Female faces
f1_ts_144.jpg,0.2164171679266568,0.12813592821822883,0.7883375496699893,0.7237687185020645,Female faces
f1_ts_149.jpg,0.22842883406014278,0.2580119513477068,0.77299778379243,0.8138060100338002,Female faces
f1_ts_110.jpg,0.2720644333783318,0.19813973295922374,0.6774329889833538,0.6243431988884421,Female faces
f1_ts_136.jpg,0.09612391976749196,0.17100835313983992,0.599980472739226,0.8225255230672999,Female faces
f1_ts_118.jpg,0.10766485002305773,0.17148652757917132,0.8753350878518725,0.6541468484061105,Female faces
f1_ts_123.jpg,0.3645923520311897,0.08639962107864851,0.8778910695770641,0.8532502164545748,Female faces
f1_ts_113.jpg,0.27889388646834934,0.3533120375413161,0.7151301457331731,0.7864279526930589,Female faces
f1_ts_127.jpg,0.25496883156858846,0.4072273042466905,0.7081886574074074,0.7655633820427789,Female faces
f1_ts_134.jpg,0.27207034396142077,0.19788727936921297,0.8492461843588918,0.7546203519091194,Female faces
f1_ts_129.jpg,0.3159585882116247,0.2419583002726237,0.7923675113254123,0.7222220632765028,Female faces
f1_ts_116.jpg,0.19950023975247652,0.1170821937860227,0.6960164986404718,0.6423798355401731,Female faces
f1_ts_132.jpg,0.3142634262273341,0.23395809126488956,0.8101833013840664,0.7367018711419753,Female faces
f1_ts_140.jpg,0.3481928933115684,0.3029449548016366,0.6298563171131342,0.7215048392281206,Female faces
f2_00000928.jpg,0.31007570266723633,0.17751082102457683,0.6828988647460937,0.8341121927897135,Female faces
f2_00000911.jpg,0.3435983180999756,0.15238468382093642,0.6357699871063233,0.869991217719184,Female faces
f2_00002327.jpg,0.1481136884845671,0.1916308085123698,0.43751891998882264,0.8122584416316105,Female faces
f2_missclassed (27).jpg,0.27705619622370936,0.19743542742558556,0.5315360366500359,0.32032923800804125,Female faces
